uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
GO,PNEUMONIA,HOSPITAL,"60 - 69",M,407
GO,PNEUMONIA,IGNORADO,"60 - 69",F,7
GO,PNEUMONIA,IGNORADO,"60 - 69",M,8
GO,PNEUMONIA,OUTRO,"60 - 69",F,4
GO,PNEUMONIA,OUTRO,"60 - 69",M,8
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,28
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,47
GO,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
GO,SEPTICEMIA,DOMICILIO,"60 - 69",M,9
GO,SEPTICEMIA,HOSPITAL,"60 - 69",F,274
GO,SEPTICEMIA,HOSPITAL,"60 - 69",M,316
GO,SEPTICEMIA,IGNORADO,"60 - 69",F,5
GO,SEPTICEMIA,IGNORADO,"60 - 69",M,7
GO,SEPTICEMIA,OUTRO,"60 - 69",F,1
GO,SEPTICEMIA,OUTRO,"60 - 69",M,6
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,35
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,33
GO,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
GO,SRAG,DOMICILIO,"60 - 69",F,1
GO,SRAG,DOMICILIO,"60 - 69",M,1
GO,SRAG,HOSPITAL,"60 - 69",F,9
GO,SRAG,HOSPITAL,"60 - 69",M,26
GO,SRAG,OUTRO,"60 - 69",M,1
GO,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
MA,OUTRAS,AMBULANCIA,"60 - 69",M,5
MA,OUTRAS,DOMICILIO,"60 - 69",F,299
MA,OUTRAS,DOMICILIO,"60 - 69",M,520
MA,OUTRAS,HOSPITAL,"60 - 69",F,540
MA,OUTRAS,HOSPITAL,"60 - 69",I,1
MA,OUTRAS,HOSPITAL,"60 - 69",M,728
MA,OUTRAS,IGNORADO,"60 - 69",F,6
MA,OUTRAS,IGNORADO,"60 - 69",M,5
MA,OUTRAS,OUTRO,"60 - 69",F,27
MA,OUTRAS,OUTRO,"60 - 69",M,70
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
MA,OUTRAS,POSTO_SAUDE,"60 - 69",F,1
MA,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
MA,OUTRAS,VIA_PUBLICA,"60 - 69",F,7
MA,OUTRAS,VIA_PUBLICA,"60 - 69",M,31
MA,COVID,AMBULANCIA,"60 - 69",M,1
MA,COVID,DOMICILIO,"60 - 69",F,4
MA,COVID,DOMICILIO,"60 - 69",M,10
MA,COVID,HOSPITAL,"60 - 69",F,189
MA,COVID,HOSPITAL,"60 - 69",M,367
MA,COVID,IGNORADO,"60 - 69",M,1
MA,COVID,OUTRO,"60 - 69",F,5
MA,COVID,OUTRO,"60 - 69",M,9
MA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
MA,COVID,VIA_PUBLICA,"60 - 69",F,2
MA,COVID,VIA_PUBLICA,"60 - 69",M,2
MA,INDETERMINADA,DOMICILIO,"60 - 69",F,4
MA,INDETERMINADA,DOMICILIO,"60 - 69",M,3
MA,INDETERMINADA,HOSPITAL,"60 - 69",F,11
MA,INDETERMINADA,HOSPITAL,"60 - 69",M,8
MA,INDETERMINADA,OUTRO,"60 - 69",M,2
MA,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,29
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",I,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,40
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,128
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,184
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,7
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
MA,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
MA,PNEUMONIA,DOMICILIO,"60 - 69",F,13
MA,PNEUMONIA,DOMICILIO,"60 - 69",M,13
MA,PNEUMONIA,HOSPITAL,"60 - 69",F,113
MA,PNEUMONIA,HOSPITAL,"60 - 69",I,1
MA,PNEUMONIA,HOSPITAL,"60 - 69",M,192
MA,PNEUMONIA,OUTRO,"60 - 69",F,1
MA,PNEUMONIA,OUTRO,"60 - 69",M,1
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
MA,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
MA,SEPTICEMIA,DOMICILIO,"60 - 69",F,7
MA,SEPTICEMIA,DOMICILIO,"60 - 69",M,6
MA,SEPTICEMIA,HOSPITAL,"60 - 69",F,109
MA,SEPTICEMIA,HOSPITAL,"60 - 69",M,142
MA,SEPTICEMIA,IGNORADO,"60 - 69",F,1
MA,SEPTICEMIA,IGNORADO,"60 - 69",M,1
MA,SEPTICEMIA,OUTRO,"60 - 69",F,3
MA,SEPTICEMIA,OUTRO,"60 - 69",M,2
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
MA,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
MA,SRAG,DOMICILIO,"60 - 69",M,3
MA,SRAG,HOSPITAL,"60 - 69",F,56
MA,SRAG,HOSPITAL,"60 - 69",M,110
MA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
MA,SRAG,VIA_PUBLICA,"60 - 69",M,1
MG,OUTRAS,DOMICILIO,"60 - 69",F,1423
MG,OUTRAS,DOMICILIO,"60 - 69",I,1
MG,OUTRAS,DOMICILIO,"60 - 69",M,2412
MG,OUTRAS,HOSPITAL,"60 - 69",F,2916
MG,OUTRAS,HOSPITAL,"60 - 69",I,1
MG,OUTRAS,HOSPITAL,"60 - 69",M,4283
MG,OUTRAS,IGNORADO,"60 - 69",F,102
MG,OUTRAS,IGNORADO,"60 - 69",M,183
MG,OUTRAS,OUTRO,"60 - 69",F,70
MG,OUTRAS,OUTRO,"60 - 69",M,241
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,369
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,629
MG,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
MG,OUTRAS,VIA_PUBLICA,"60 - 69",F,54
MG,OUTRAS,VIA_PUBLICA,"60 - 69",M,169
MG,COVID,DOMICILIO,"60 - 69",F,14
MG,COVID,DOMICILIO,"60 - 69",M,25
MG,COVID,HOSPITAL,"60 - 69",F,859
MG,COVID,HOSPITAL,"60 - 69",M,1434
MG,COVID,IGNORADO,"60 - 69",F,19
MG,COVID,IGNORADO,"60 - 69",M,35
MG,COVID,OUTRO,"60 - 69",F,5
MG,COVID,OUTRO,"60 - 69",M,9
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,44
MG,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,75
MG,COVID,VIA_PUBLICA,"60 - 69",M,1
MG,INDETERMINADA,DOMICILIO,"60 - 69",F,48
MG,INDETERMINADA,DOMICILIO,"60 - 69",M,125
MG,INDETERMINADA,HOSPITAL,"60 - 69",F,15
MG,INDETERMINADA,HOSPITAL,"60 - 69",M,38
MG,INDETERMINADA,IGNORADO,"60 - 69",F,9
MG,INDETERMINADA,IGNORADO,"60 - 69",M,8
MG,INDETERMINADA,OUTRO,"60 - 69",F,2
MG,INDETERMINADA,OUTRO,"60 - 69",M,15
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,11
MG,INDETERMINADA,VIA_PUBLICA,"60 - 69",F,2
MG,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,13
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,99
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,130
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,561
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,713
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,10
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,26
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,7
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,54
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,74
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
MG,PNEUMONIA,DOMICILIO,"60 - 69",F,31
MG,PNEUMONIA,DOMICILIO,"60 - 69",M,44
MG,PNEUMONIA,HOSPITAL,"60 - 69",F,842
MG,PNEUMONIA,HOSPITAL,"60 - 69",M,1373
MG,PNEUMONIA,IGNORADO,"60 - 69",F,20
MG,PNEUMONIA,IGNORADO,"60 - 69",I,1
MG,PNEUMONIA,IGNORADO,"60 - 69",M,28
MG,PNEUMONIA,OUTRO,"60 - 69",F,3
MG,PNEUMONIA,OUTRO,"60 - 69",M,9
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,42
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,74
MG,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,2
MG,SEPTICEMIA,DOMICILIO,"60 - 69",F,14
MG,SEPTICEMIA,DOMICILIO,"60 - 69",M,28
MG,SEPTICEMIA,HOSPITAL,"60 - 69",F,1329
MG,SEPTICEMIA,HOSPITAL,"60 - 69",M,1526
MG,SEPTICEMIA,IGNORADO,"60 - 69",F,26
MG,SEPTICEMIA,IGNORADO,"60 - 69",M,44
MG,SEPTICEMIA,OUTRO,"60 - 69",F,2
MG,SEPTICEMIA,OUTRO,"60 - 69",M,5
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,81
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,83
MG,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,2
MG,SRAG,DOMICILIO,"60 - 69",F,10
MG,SRAG,DOMICILIO,"60 - 69",M,12
MG,SRAG,HOSPITAL,"60 - 69",F,43
MG,SRAG,HOSPITAL,"60 - 69",M,65
MG,SRAG,IGNORADO,"60 - 69",F,3
MG,SRAG,IGNORADO,"60 - 69",M,1
MG,SRAG,OUTRO,"60 - 69",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,12
MG,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,11
MG,SRAG,VIA_PUBLICA,"60 - 69",M,1
MS,OUTRAS,DOMICILIO,"60 - 69",F,144
MS,OUTRAS,DOMICILIO,"60 - 69",M,279
MS,OUTRAS,HOSPITAL,"60 - 69",F,384
MS,OUTRAS,HOSPITAL,"60 - 69",M,590
MS,OUTRAS,OUTRO,"60 - 69",F,12
MS,OUTRAS,OUTRO,"60 - 69",M,37
MS,OUTRAS,POSTO_SAUDE,"60 - 69",F,7
MS,OUTRAS,POSTO_SAUDE,"60 - 69",M,8
MS,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
MS,OUTRAS,VIA_PUBLICA,"60 - 69",M,28
MS,COVID,DOMICILIO,"60 - 69",F,1
MS,COVID,DOMICILIO,"60 - 69",M,3
MS,COVID,HOSPITAL,"60 - 69",F,170
MS,COVID,HOSPITAL,"60 - 69",M,256
MS,COVID,OUTRO,"60 - 69",F,1
MS,COVID,OUTRO,"60 - 69",M,2
MS,COVID,POSTO_SAUDE,"60 - 69",F,2
MS,COVID,VIA_PUBLICA,"60 - 69",F,2
MS,INDETERMINADA,DOMICILIO,"60 - 69",F,4
MS,INDETERMINADA,DOMICILIO,"60 - 69",M,3
MS,INDETERMINADA,HOSPITAL,"60 - 69",F,2
MS,INDETERMINADA,HOSPITAL,"60 - 69",M,2
MS,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,16
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,26
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,97
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,127
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,4
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,4
MS,PNEUMONIA,DOMICILIO,"60 - 69",F,5
MS,PNEUMONIA,DOMICILIO,"60 - 69",M,8
MS,PNEUMONIA,HOSPITAL,"60 - 69",F,154
MS,PNEUMONIA,HOSPITAL,"60 - 69",M,284
MS,PNEUMONIA,POSTO_SAUDE,"60 - 69",F,1
MS,PNEUMONIA,POSTO_SAUDE,"60 - 69",M,1
MS,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
MS,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
MS,SEPTICEMIA,HOSPITAL,"60 - 69",F,134
MS,SEPTICEMIA,HOSPITAL,"60 - 69",M,175
MS,SEPTICEMIA,OUTRO,"60 - 69",M,1
MS,SEPTICEMIA,POSTO_SAUDE,"60 - 69",F,1
MS,SRAG,HOSPITAL,"60 - 69",F,6
MS,SRAG,HOSPITAL,"60 - 69",M,10
MT,OUTRAS,DOMICILIO,"60 - 69",F,75
MT,OUTRAS,DOMICILIO,"60 - 69",M,151
MT,OUTRAS,HOSPITAL,"60 - 69",F,177
MT,OUTRAS,HOSPITAL,"60 - 69",M,312
MT,OUTRAS,IGNORADO,"60 - 69",F,382
MT,OUTRAS,IGNORADO,"60 - 69",M,661
MT,OUTRAS,OUTRO,"60 - 69",F,13
MT,OUTRAS,OUTRO,"60 - 69",M,46
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
MT,OUTRAS,VIA_PUBLICA,"60 - 69",F,5
MT,OUTRAS,VIA_PUBLICA,"60 - 69",M,10
MT,COVID,DOMICILIO,"60 - 69",F,3
MT,COVID,DOMICILIO,"60 - 69",M,1
MT,COVID,HOSPITAL,"60 - 69",F,149
MT,COVID,HOSPITAL,"60 - 69",M,238
MT,COVID,IGNORADO,"60 - 69",F,108
MT,COVID,IGNORADO,"60 - 69",M,189
MT,COVID,OUTRO,"60 - 69",F,3
MT,COVID,OUTRO,"60 - 69",M,2
MT,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MT,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
MT,COVID,VIA_PUBLICA,"60 - 69",F,1
MT,INDETERMINADA,DOMICILIO,"60 - 69",M,5
MT,INDETERMINADA,HOSPITAL,"60 - 69",F,1
MT,INDETERMINADA,HOSPITAL,"60 - 69",M,5
MT,INDETERMINADA,IGNORADO,"60 - 69",F,1
MT,INDETERMINADA,IGNORADO,"60 - 69",M,7
MT,INDETERMINADA,OUTRO,"60 - 69",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,7
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,11
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,37
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,46
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,25
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,28
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
MT,PNEUMONIA,DOMICILIO,"60 - 69",F,2
MT,PNEUMONIA,DOMICILIO,"60 - 69",M,4
MT,PNEUMONIA,HOSPITAL,"60 - 69",F,51
MT,PNEUMONIA,HOSPITAL,"60 - 69",M,87
MT,PNEUMONIA,IGNORADO,"60 - 69",F,24
MT,PNEUMONIA,IGNORADO,"60 - 69",M,42
MT,PNEUMONIA,OUTRO,"60 - 69",F,1
MT,PNEUMONIA,OUTRO,"60 - 69",M,5
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
MT,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
MT,SEPTICEMIA,HOSPITAL,"60 - 69",F,60
MT,SEPTICEMIA,HOSPITAL,"60 - 69",M,76
MT,SEPTICEMIA,IGNORADO,"60 - 69",F,37
MT,SEPTICEMIA,IGNORADO,"60 - 69",M,38
MT,SEPTICEMIA,OUTRO,"60 - 69",M,1
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
MT,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
MT,SRAG,HOSPITAL,"60 - 69",F,2
MT,SRAG,HOSPITAL,"60 - 69",M,4
MT,SRAG,IGNORADO,"60 - 69",M,4
MT,SRAG,VIA_PUBLICA,"60 - 69",M,1
PA,OUTRAS,DOMICILIO,"60 - 69",F,261
PA,OUTRAS,DOMICILIO,"60 - 69",M,530
PA,OUTRAS,HOSPITAL,"60 - 69",F,434
PA,OUTRAS,HOSPITAL,"60 - 69",I,1
PA,OUTRAS,HOSPITAL,"60 - 69",M,707
PA,OUTRAS,IGNORADO,"60 - 69",F,6
PA,OUTRAS,IGNORADO,"60 - 69",M,10
PA,OUTRAS,OUTRO,"60 - 69",F,31
PA,OUTRAS,OUTRO,"60 - 69",M,103
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,38
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,92
PA,OUTRAS,VIA_PUBLICA,"60 - 69",F,10
PA,OUTRAS,VIA_PUBLICA,"60 - 69",M,48
PA,COVID,DOMICILIO,"60 - 69",F,15
PA,COVID,DOMICILIO,"60 - 69",M,27
PA,COVID,HOSPITAL,"60 - 69",F,390
PA,COVID,HOSPITAL,"60 - 69",I,1
PA,COVID,HOSPITAL,"60 - 69",M,692
PA,COVID,IGNORADO,"60 - 69",F,1
PA,COVID,IGNORADO,"60 - 69",M,3
PA,COVID,OUTRO,"60 - 69",F,6
PA,COVID,OUTRO,"60 - 69",M,12
PA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,22
PA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,39
PA,COVID,VIA_PUBLICA,"60 - 69",F,3
PA,COVID,VIA_PUBLICA,"60 - 69",M,1
PA,INDETERMINADA,DOMICILIO,"60 - 69",F,3
PA,INDETERMINADA,DOMICILIO,"60 - 69",M,14
PA,INDETERMINADA,HOSPITAL,"60 - 69",F,1
PA,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PA,INDETERMINADA,OUTRO,"60 - 69",M,3
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PA,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,26
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,51
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,170
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,242
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,7
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,22
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
PA,PNEUMONIA,DOMICILIO,"60 - 69",F,17
PA,PNEUMONIA,DOMICILIO,"60 - 69",M,25
PA,PNEUMONIA,HOSPITAL,"60 - 69",F,232
PA,PNEUMONIA,HOSPITAL,"60 - 69",M,351
PA,PNEUMONIA,OUTRO,"60 - 69",F,1
PA,PNEUMONIA,OUTRO,"60 - 69",M,6
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,18
PA,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PA,SEPTICEMIA,DOMICILIO,"60 - 69",F,15
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,20
PA,SEPTICEMIA,HOSPITAL,"60 - 69",F,202
PA,SEPTICEMIA,HOSPITAL,"60 - 69",M,231
PA,SEPTICEMIA,OUTRO,"60 - 69",F,1
PA,SEPTICEMIA,OUTRO,"60 - 69",M,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,23
PA,SRAG,DOMICILIO,"60 - 69",F,11
PA,SRAG,DOMICILIO,"60 - 69",M,22
PA,SRAG,HOSPITAL,"60 - 69",F,39
PA,SRAG,HOSPITAL,"60 - 69",M,88
PA,SRAG,OUTRO,"60 - 69",F,1
PA,SRAG,OUTRO,"60 - 69",M,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
PB,OUTRAS,DOMICILIO,"60 - 69",F,318
PB,OUTRAS,DOMICILIO,"60 - 69",M,524
PB,OUTRAS,HOSPITAL,"60 - 69",F,462
PB,OUTRAS,HOSPITAL,"60 - 69",M,588
PB,OUTRAS,IGNORADO,"60 - 69",F,2
PB,OUTRAS,OUTRO,"60 - 69",F,13
PB,OUTRAS,OUTRO,"60 - 69",M,38
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,41
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,49
PB,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
PB,OUTRAS,VIA_PUBLICA,"60 - 69",F,10
PB,OUTRAS,VIA_PUBLICA,"60 - 69",M,31
PB,COVID,DOMICILIO,"60 - 69",F,6
PB,COVID,DOMICILIO,"60 - 69",M,5
PB,COVID,HOSPITAL,"60 - 69",F,225
PB,COVID,HOSPITAL,"60 - 69",M,280
PB,COVID,OUTRO,"60 - 69",F,2
PB,COVID,OUTRO,"60 - 69",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
PB,COVID,POSTO_SAUDE,"60 - 69",M,2
PB,INDETERMINADA,DOMICILIO,"60 - 69",F,2
PB,INDETERMINADA,DOMICILIO,"60 - 69",M,13
PB,INDETERMINADA,HOSPITAL,"60 - 69",F,1
PB,INDETERMINADA,HOSPITAL,"60 - 69",M,3
PB,INDETERMINADA,OUTRO,"60 - 69",F,1
PB,INDETERMINADA,OUTRO,"60 - 69",M,3
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,27
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,47
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,115
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,117
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,4
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
PB,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
PB,PNEUMONIA,DOMICILIO,"60 - 69",F,12
PB,PNEUMONIA,DOMICILIO,"60 - 69",M,16
PB,PNEUMONIA,HOSPITAL,"60 - 69",F,130
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,176
PB,PNEUMONIA,OUTRO,"60 - 69",F,2
PB,PNEUMONIA,OUTRO,"60 - 69",M,3
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
PB,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
PB,SEPTICEMIA,DOMICILIO,"60 - 69",F,10
PB,SEPTICEMIA,DOMICILIO,"60 - 69",M,17
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,200
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,214
PB,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PB,SEPTICEMIA,OUTRO,"60 - 69",M,3
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
PB,SEPTICEMIA,POSTO_SAUDE,"60 - 69",M,1
PB,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
PB,SRAG,HOSPITAL,"60 - 69",F,19
PB,SRAG,HOSPITAL,"60 - 69",M,14
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PB,SRAG,VIA_PUBLICA,"60 - 69",M,1
PE,OUTRAS,DOMICILIO,"60 - 69",F,630
PE,OUTRAS,DOMICILIO,"60 - 69",M,1134
PE,OUTRAS,HOSPITAL,"60 - 69",F,1361
PE,OUTRAS,HOSPITAL,"60 - 69",I,1
PE,OUTRAS,HOSPITAL,"60 - 69",M,1680
PE,OUTRAS,IGNORADO,"60 - 69",F,11
PE,OUTRAS,IGNORADO,"60 - 69",M,15
PE,OUTRAS,OUTRO,"60 - 69",F,24
PE,OUTRAS,OUTRO,"60 - 69",M,104
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,90
